CRI395H1|Independent Study|CRI205H1,  CRI210H1,  CRI225H1 and 1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI396H1|Research Participation|9.0 credits||Society and its Institutions (3)
CRI399Y1|Research Opportunity Program|||
CRI420H1|Current Issues in Criminal Law|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI422H1|Indigenous Law|1.0 credit from:  CRI205H1,  CRI210H1,   CRI215H1,  CRI225H1 and a 0.5 CRI credit at the 300-level||Society and its Institutions (3)
CRI425H1|The Prosecution Process|CRI205H1,  CRI210H1,  CRI225H1, 0.5 CRI credit at the 300-level||Society and its Institutions (3)
CRI427H1|Organized Crime and Corruption|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI428H1|Policing the City: Crime, Community and Inequality|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI429H1|Youth Culture, Racialization and Crime in the Global Context|1.0 CRI credit at the 300-level (0.5 may be substituted by a 300+ level HIS/PHL/PSY/SOC course)||Society and its Institutions (3)
CRI431H1|Mental Health, Morality & Legal Controls|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI435H1|Advanced Seminar in Policing|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI450H1|Advanced Research/Reading|1.5 CRI credits at the 300-level||Society and its Institutions (3)
CRI480H1|Interpersonal Violence|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI487H1|Law, Space, and the City|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI490H1|Advanced Topics in Criminology and Sociolegal Studies|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI491H1|Advanced Topics in Criminology and Sociolegal Studies|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI492H1|Advanced Topics in Criminology and Sociolegal Studies|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI493H1|Advanced Topics in Criminology and Sociolegal Studies|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI494H1|Advanced Topics in Criminology and Sociolegal Studies|1.0 CRI credit at the 300-level||Society and its Institutions (3)
CRI498H1|Intensive Course|||Society and its Institutions (3)
CSB195H1|Computational Biology Foundations|||Living Things and Their Environment (4)
CSB196H1|Genes, Genomes and Us|||Living Things and Their Environment (4)
CSB197H1|Human Viruses|||Living Things and Their Environment (4)
CSB198H1|Cell and Molecular Biology in the News|||Living Things and Their Environment (4)
CSB199H1|Biotechnology and Society|||Living Things and Their Environment (4)
CSB201H1|Molecular Biology, Biotechnology and You|||Living Things and Their Environment (4)
CSB202H1|Further Exploration in Biotechnology|||Living Things and Their Environment (4)
CSB299Y1|Research Opportunity Program|||
CSB325H1|Endocrine Physiology|BIO270H1,  BIO271H1||Living Things and Their Environment (4)
CSB327H1|Extracellular Matrix Dynamics and Associated Pathologies|BIO230H1/ BIO255H1||Living Things and Their Environment (4)
CSB328H1|Animal Developmental Biology|BIO230H1/ BIO255H1,  BIO260H1/ HMB265H1||Living Things and Their Environment (4)
CSB329H1|Stem Cell Biology: Developmental Models and Cell-based Therapeutics|BIO230H1||Living Things and Their Environment (4)
CSB330H1|Techniques in Molecular and Cell Biology|BIO230H1/ BIO255H1,  BIO260H1/ HMB265H1||Living Things and Their Environment (4)
CSB331H1|Advanced Cell Biology|BIO230H1/ BIO255H1||Living Things and Their Environment (4)
CSB340H1|Plant Development|BIO230H1/ BIO255H1,  BIO260H1/( HMB265H1 with a minimum grade of 73%)||Living Things and Their Environment (4)
CSB343H1|Animal Energetics|( BIO270H1,  BIO271H1)/( PSL300H1,  PSL301H1)||Living Things and Their Environment (4)
CSB346H1|Neurobiology of Respiration|( BIO270H1,  BIO271H1)/( PSL300H1,  PSL301H1)||Living Things and Their Environment (4)
CSB348H1|Laboratory in Comparative Animal Physiology|BIO230H1||Living Things and Their Environment (4)
CSB349H1|Eukaryotic Gene Expression|BIO230H1/ BIO255H1,  BIO260H1/ HMB265H1||Living Things and Their Environment (4)
CSB350H1|Laboratory in Molecular Plant Biology|BIO230H1/ BIO255H1||Living Things and Their Environment (4)
CSB351Y1|Introductory Virology|BIO230H1/ BIO255H1||Living Things and Their Environment (4)
CSB352H1|Bioinformatic Methods|BIO230H1/ BIO255H1,  BIO260H1/ HMB265H1||Living Things and Their Environment (4)
CSB353H1|Plant-Microorganism Interactions and Plant Immunity|BIO230H1/ BIO255H1||Living Things and Their Environment (4)
CSB360H1|Genetic Foundation of Molecular Biology|BIO230H1/  BIO255H1,  BIO260H1/  HMB265H1,  CSB349H1||Living Things and Their Environment (4)
CSB397Y0|Research Abroad in Cell & Systems Biology|Minimum grade of 73% in  BIO230H1/ BIO255H1/ BIO271H1 and permission of the  CSB397Y0 coordinator||Living Things and Their Environment (4)
CSB398Y0|Research Excursions|||
CSB399Y1|Research Opportunity Program|||
CSB426H1|Physiology of Stress and Reproduction|Minimum grade of 73% in  CSB325H1||Living Things and Their Environment (4)
CSB427H1|Drosophila as a Model in Cancer Research|BIO260H1/ HMB265H1, two of  CSB328H1/ CSB331H1/ CSB349H1/ MGY350H1||Living Things and Their Environment (4)
CSB428H1|Cytoskeletal Networks of the Cell|Minimum grade of 73% in  BCH311H1/  CSB349H1/  MGY311Y1, minimum grade of 73% in  BCH340H1/  CJH332H1/  CSB328H1/  CSB329H1/  CSB331H1/  CSB340H1/  CSB397Y0||Living Things and Their Environment (4)
CSB429H1|Germ Cell Biology|Minimum grade of 77% in  CSB328H1/ CSB340H1/ CSB349H1/ MGY311Y1/ MGY312H1||Living Things and Their Environment (4)
CSB430H1|Neurogenesis|BIO260H1/ HMB265H1,  CSB328H1/ CSB349H1/( HMB200H1,  HMB320H1)||Living Things and Their Environment (4)
CSB431H1|Evolution and Development: Gastrulation|CSB328H1||Living Things and Their Environment (4)
CSB432H1|Advanced Topics in Cellular Neurophysiology|CJH332H1||Living Things and Their Environment (4)
CSB435H1|Regulatory Networks and Systems in Molecular Biology|BCH311H1/  CSB349H1/  MGY311Y1||Living Things and Their Environment (4)
CSB445H1|Sleep Biology in Health and Disease|( BIO270H1,  BIO271H1)/( PSL300H1,  PSL301H1)||Living Things and Their Environment (4)
CSB447H1|Living Without Oxygen: Microbes to Mammals|( BIO270H1,  BIO271H1)/( PSL300H1,  PSL301H1)||Living Things and Their Environment (4)
CSB450H1|Proteomics in Systems Biology|BIO230H1/ BIO255H1,  BCH210H1||Living Things and Their Environment (4)
CSB451H1|Seminar in Plant Cell Biology|BIO230H1/ BIO255H1,  BIO260H1/ HMB265H1||Living Things and Their Environment (4)
CSB452H1|Molecular Interactions Between Plants, Microorganisms and Parasitic Plants|BCH311H1/ CSB349H1/ MGY311Y1||Living Things and Their Environment (4)
CSB453H1|Topics in Cell and Developmental Biology: Biology of Adherens Junctions|CSB331H1/  CSB328H1/  CSB349H1/  MGY311Y1/  BCH311H1,  BIO230H1/  BIO255H1,  BIO260H1/  HMB265H1||Living Things and Their Environment (4)
CSB454H1|Pathogenic Effector Biology|BCH311H1/ CSB349H1/ MGY311Y1||Living Things and Their Environment (4)
CSB457H1|Post-transcriptional Gene Regulation|Minimum grade of 70% in  BCH311H1/ CSB349H1/ MGY311Y1||Living Things and Their Environment (4)
CSB458H1|Epigenetics|BIO260H1/ HMB265H1,  BCH311H1/ CSB349H1/ MGY311Y1||Living Things and Their Environment (4)
CSB459H1|Plant Molecular Biology and Biotechnology|BCH311H1/ CSB349H1/ MGY311Y1||Living Things and Their Environment (4)
CSB460H1|Plant Signal Transduction|BCH311H1/ CSB349H1/ MGY311Y1 or permission of instructor||Living Things and Their Environment (4)
CSB471H1|Foundational Discoveries in Genome Biology and Bioinformatics: AlphaFold2 and its implications|BCB330Y1/ ( BCH441H1/  MGY441H1)/  CSB352H1/  CSB472H1/  EHJ352H1/  MGY428H1||Living Things and Their Environment (4)
CSB472H1|Computational Genomics and Bioinformatics|BIO230H1/ BIO255H1||Living Things and Their Environment (4)
CSB473H1|Chemical Genomics|BIO230H1/ BIO255H1,  BIO260H1/ HMB265H1,  CHM247H1/ CHM249H1/any 300+ CHM course||Living Things and Their Environment (4)
CSB474H1|Methods in Genomics and Proteomics|BIO260H1/ HMB265H1,  BIO255H1/ CSB330H1/ CSB350H1 or by permission of the instructor||Living Things and Their Environment (4)
CSB475H1|Plant Metabolomics|BCH311H1/ CSB349H1/ MGY311Y1||Living Things and Their Environment (4)
CSB483H1|Seminar in Development|CSB328H1/ CSB340H1||Living Things and Their Environment (4)
CSB490H1|Team-Based Learning: Current Topics in Cell and Molecular Biology|BIO260H1/ HMB265H1,  CSB330H1/ CSB349H1/ CSB352H1||Living Things and Their Environment (4)
CSB491H1|Team-Based Research: Research in Cell and Molecular Biology|CSB330H1/ CSB350H1 with a minimum grade of 77% and approval of the instructor||Living Things and Their Environment (4)
CSB492H1|Advanced Topics in Cell and Systems Biology|CSB325H1/ CSB349H1||Living Things and Their Environment (4)
CSB497H1|Independent Research in Cell and Systems Biology I|||Living Things and Their Environment (4)
CSB498Y1|Independent Research in Cell and Systems Biology I|||Living Things and Their Environment (4)
CSB499Y1|Independent Research in Cell and Systems Biology II|CSB497H1/ CSB498Y1||Living Things and Their Environment (4)
CSC104H1|Computational Thinking|||The Physical and Mathematical Universes (5)
CSC108H1|Introduction to Computer Programming|||The Physical and Mathematical Universes (5)
CSC110Y1|Foundations of Computer Science I|||The Physical and Mathematical Universes (5)
CSC111H1|Foundations of Computer Science II|CSC110Y1 (70% or higher)||The Physical and Mathematical Universes (5)
CSC148H1|Introduction to Computer Science|CSC108H1/(equivalent programming experience)||The Physical and Mathematical Universes (5)
CSC165H1|Mathematical Expression and Reasoning for Computer Science||CSC108H1/ CSC120H1/(equivalent programming experience)|The Physical and Mathematical Universes (5)
CSC196H1|Great Ideas in Computing|||Society and its Institutions (3)
CSC197H1|What, Who, How: Privacy in the Age of Big Data Collection|||Society and its Institutions (3)
CSC199H1|Intelligence, Artificial and Human|||Society and its Institutions (3)
CSC207H1|Software Design|60% or higher in  CSC148H1/ 60% or higher in  CSC111H1||The Physical and Mathematical Universes (5)
CSC209H1|Software Tools and Systems Programming|CSC207H1/  CSC207H5/  CSCB07H3||The Physical and Mathematical Universes (5)
CSC236H1|Introduction to the Theory of Computation|(60% or higher in  CSC148H1, 60% or higher in  CSC165H1) / (60% or higher in  CSC111H1)||The Physical and Mathematical Universes (5)
CSC240H1|Enriched Introduction to the Theory of Computation|CSC110Y1 (with a minimum mark of at least 70%) /  CSC165H1 (with a minimum mark of at least 85%) / students with a strong mathematical background who have not completed  CSC110Y1 or  CSC165H1 may enrol in  CSC240H1 as an enriched alternative to  CSC165H1|Corequisite:  CSC111H1/  CSC148H1;  MAT137Y1/  MAT157Y1.  MAT135H1 and  MAT136H1 do not provide appropriate preparation for  CSC240H1. Students with programming experience equivalent to  CSC111H1/  CSC148H1 or who have completed math courses equivalent to  MAT137Y1/ MAT157Y may apply for a corequisite waiver.|The Physical and Mathematical Universes (5)
CSC258H1|Computer Organization|(60% or higher in ( CSC148H1/ CSC148H5/ CSCA48H3), 60% or higher in ( CSC165H1/ CSC240H1/ MAT102H5/ MATA67H3/  CSCA67H3)) / 60% or higher in  CSC111H1||The Physical and Mathematical Universes (5)
CSC263H1|Data Structures and Analysis|CSC236H1/ ​ CSC240H1/  CSC236H5/  CSCB36H3/  APS105H1/  APS106H1/  ESC180H1;  STA237H1/  STA247H1/ ​ STA255H1/ ​ STA257H1/  STAB57H3/  STAB52H3/  ECE302H1/  STA286H1/  CHE223H1/  CME263H1/  MIE231H1/  MIE236H1/  MSE238H1/  ECE286H1||The Physical and Mathematical Universes (5)
CSC265H1|Enriched Data Structures and Analysis|CSC240H1 (with a minimum mark of 70%)/ ( CSC236H1 (with a minimum mark of 85%),  MAT377H1/  STA237H1/  STA247H1/  STA255H1/  STA257H1). Notes: Students who have completed  CSC240H1 must enrol in  MAT377H1/  STA237H1/  STA247H1/  STA255H1/  STA257H1 concurrently with  CSC265H1, if they have not already completed one of those courses. Students who have completed additional 200- or 300-level Mathematics courses may submit a prerequisite waiver request for permission to complete the statistics requirement as a co-requisite or to consider other courses as appropriate preparation for  CSC265H1.||The Physical and Mathematical Universes (5)
CSC299H1|Research Opportunity Program|||
CSC299Y1|Research Opportunity Program|||
CSC300H1|Computers and Society|0.5 credit in CSC||Society and its Institutions (3)
CSC301H1|Introduction to Software Engineering|CSC209H1,  CSC263H1/ CSC265H1||The Physical and Mathematical Universes (5)
CSC302H1|Engineering Large Software Systems|CSC301H1||The Physical and Mathematical Universes (5)
CSC303H1|Social and Information Networks|CSC263H1/  CSC265H1/  CSC263H5/  CSCB63H3,  STA247H1/  STA255H1/  STA257H1/  ECO227Y1/  STA237H1/  STAB52H3/  STAB57H3,  MAT223H1/  MAT240H1||The Physical and Mathematical Universes (5)
CSC304H1|Algorithmic Game Theory and Mechanism Design|STA247H1/  STA255H1/  STA257H1/  STA237H1/  PSY201H1/  ECO227Y1, ( MAT135H1,  MAT136H1)/  MAT137Y1/  MAT157Y1||The Physical and Mathematical Universes (5)
CSC309H1|Programming on the Web|CSC209H1/  CSC209H5/  CSCB09H3/ ESC180H1/ ESC190H1/  CSC190H1/ (APS105H1, ECE244H1)||The Physical and Mathematical Universes (5)
CSC310H1|Information Theory|60% or higher in  CSC148H1,  CSC263H1/  CSC265H1,  MAT223H1/  MAT240H1||The Physical and Mathematical Universes (5)
CSC311H1|Introduction to Machine Learning|CSC207H1/ APS105H1/ APS106H1/ ESC180H1/  CSC180H1;  MAT235Y1/​  MAT237Y1/​  MAT257Y1/​ (minimum of 77% in  MAT135H1 and  MAT136H1)/ (minimum of 73% in  MAT137Y1)/ (minimum of 67% in  MAT157Y1)/ MAT291H1/ MAT294H1/ (minimum of 77% in MAT186H1, MAT187H1)/ (minimum of 73% in  MAT194H1,  MAT195H1)/ (minimum of 73% in ESC194H1, ESC195H1);  MAT223H1/  MAT240H1/ MAT185H1/ MAT188H1;  STA237H1/  STA247H1/  STA255H1/  STA257H1/  STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1||The Physical and Mathematical Universes (5)
CSC317H1|Computer Graphics|MAT235Y1/  MAT237Y1/  MAT257Y1/ MAT291H1/ MAT292H1/ MAT294H1/ ( MAT232H5/  MAT233H5,  MAT236H5)/ ( MATB41H3,  MATB42H3);  MAT223H1/  MAT240H1/  MAT223H5/  MATA22H3/ MAT185H1/ MAT188H1;  CSC209H1/  CSC209H5/  CSCB09H3/ proficiency in C or C++/ APS105H1/ ESC180H1/  CSC180H1||The Physical and Mathematical Universes (5)
CSC318H1|The Design of Interactive Computational Media|Any 0.5 credit in CSC/ ESC180H1/ ESC190H1/ APS105H1/ APS106H1||The Physical and Mathematical Universes (5)
CSC320H1|Introduction to Visual Computing|CSC209H1/ ( CSC207H1, proficiency in C or C++)/  CSC209H5/  CSCB09H3/ ESC190H1/ ECE244H1;  MAT223H1/  MAT240H1/  MAT185H1/ MAT188H1, ( MAT136H1 with a minimum mark of 77)/ ( MAT137Y1 with a minimum mark of 73)/ ( MAT157Y1 with a minimum mark of 67)/  MAT235Y1/  MAT237Y1/  MAT257Y1/ MAT291H1/ MAT292H1||The Physical and Mathematical Universes (5)
CSC324H1|Principles of Programming Languages|CSC263H1/ CSC265H1||The Physical and Mathematical Universes (5)
CSC336H1|Numerical Methods|CSC148H1/  CSC111H1;  MAT133Y1(70%)/ ( MAT135H1,  MAT136H1)/  MAT135Y1/  MAT137Y1/  MAT157Y1,  MAT223H1/  MAT240H1||The Physical and Mathematical Universes (5)
CSC343H1|Introduction to Databases|CSC111H1/  CSC165H1/ ​ CSC240H1/ ​( MAT135H1,  MAT136H1)/  MAT135Y1/  MAT137Y1/ ​ MAT157Y1/ (MAT186H1, MAT187H1)/ ( MAT194H1,  MAT195H1)/ (ESC194H1, ESC195H1);  CSC207H1/  CSC207H5/  CSCB07H3/ ECE345H1/ ESC190H1||The Physical and Mathematical Universes (5)
CSC367H1|Parallel Programming|CSC258H1/  CSC258H5/  CSCB58H3;  CSC209H1/  CSC209H5/  CSCB09H3||The Physical and Mathematical Universes (5)
CSC369H1|Operating Systems|CSC209H1/  CSC209H5/  CSCB09H3;  CSC258H1/  CSC258H5/  CSCB58H3||The Physical and Mathematical Universes (5)
CSC373H1|Algorithm Design, Analysis & Complexity|CSC263H1/  CSC265H1 /  CSC263H5/  CSCB63H3||The Physical and Mathematical Universes (5)
CSC384H1|Introduction to Artificial Intelligence|( CSC263H1/​  CSC265H1/  CSC263H5/  CSCB63H3/ ECE345H1/ ECE358H1/  MIE245H1/ ( CSC148H1, enrolled in ASMAJ1446A, completed at least 9.0 credits),  STA220H1/  STA237H1/  STA247H1/​  STA255H1/​  STA257H1/  STAB57H3/  STAB52H3/ ECE302H1/  STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1/  PSY201H1)||The Physical and Mathematical Universes (5)
CSC385H1|Microprocessor Systems|CSC258H1;  CSC209H1/proficiency in C||The Physical and Mathematical Universes (5)
CSC396Y0|Designing Systems for Real World Problems|Any CSC 0.5 credit, and balloting||The Physical and Mathematical Universes (5)
CSC398H0|Research Excursions|||
CSC398Y0|Research Excursions|||
CSC399H1|Research Opportunity Program|||
CSC399Y1|Research Opportunity Program|||
CSC401H1|Natural Language Computing|CSC207H1/  CSC209H1/  CSC207H5/  CSCB07H3/  CSC209H5/  CSCB09H3/ APS105H1/ APS106H1/ ESC180H1/  CSC180H1;  STA237H1/  STA247H1/​  STA255H1/ ​ STA257H1/  STAB57H3/  STAB52H3/ ECE302H1/  STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1||The Physical and Mathematical Universes (5)
CSC404H1|Introduction to Video Game Design|CSC301H1/  CSC317H1/  CSC318H1/  CSC384H1/  CSC417H1/  CSC418H1/  CSC419H1||Creative and Cultural Representations (1)
CSC410H1|Software Testing and Verification|CSC207H1,  CSC236H1/ CSC240H1||The Physical and Mathematical Universes (5)
CSC412H1|Probabilistic Learning and Reasoning|CSC311H1/  CSC411H1/  STA314H1/ ECE421H1/ ROB313H1/  CSCC11H3/  CSC311H5||The Physical and Mathematical Universes (5)
CSC413H1|Neural Networks and Deep Learning|CSC311H1/​  CSC311H5/  CSCC11H3/  CSC411H1/  STA314H1/ ECE421H1/ ROB313H1/;  MAT235Y1/​  MAT237Y1/​  MAT257Y1/  MAT257Y5/  MAT291H1/  MAT294H1/ AER210H1/ ( MAT232H5,  MAT236H5)/ ( MAT233H5,  MAT236H5)/ ( MATB41H3,  MATB42H3);  MAT223H1/  MAT240H1/ MAT185H1/ MAT188H1/  MAT223H5/  MATA23H3||The Physical and Mathematical Universes (5)
CSC417H1|Physics-Based Animation|MAT235Y1/  MAT237Y1/  MAT257Y1/  MAT291H1/ MAT294H1;  MAT223H1/​  MAT240H1/ MAT185H1/ MAT188H1;  CSC209H1/ ​proficiency in C or C++/ APS105H1/ ESC180H1/  CSC180H1||The Physical and Mathematical Universes (5)
CSC419H1|Geometry Processing|MAT235Y1/  MAT237Y1/  MAT257Y1/ MAT291H1/ MAT294H1;  MAT223H1/  MAT240H1/ MAT185H1/ MAT188H1;  CSC209H1/ proficiency in C or C++/ APS105H1/ ESC180H1/  CSC180H1||The Physical and Mathematical Universes (5)
CSC420H1|Introduction to Image Understanding|CSC263H1/  CSC265H1/ ECE345H1/ ECE358H1/ MIE335H1; ( MAT135H1,  MAT136H1)/  MAT137Y1/  MAT157Y1/ (MAT186H1, MAT187H1)/ ( MAT194H1,  MAT195H1)/ (ESC194H1, ESC195H1);  MAT223H1/  MAT240H1/ MAT185H1/ MAT188H1||The Physical and Mathematical Universes (5)
CSC428H1|Human-Computer Interaction|CSC318H1;  STA237H1/  STA247H1/ ​ STA255H1/ ​ STA257H1/ ECE302H1/  STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1;  CSC209H1/​ proficiency in C or C++ or Java/ APS105H1/ ESC180H1/  CSC180H1||The Physical and Mathematical Universes (5)
CSC436H1|Numerical Algorithms|CSC336H1/ CSC350H1||The Physical and Mathematical Universes (5)
CSC438H1|Computability and Logic|( CSC363H1/  CSC463H1)/  CSC365H1/  CSC373H1/  CSC375H1/  MAT247H1||The Physical and Mathematical Universes (5)
CSC443H1|Database System Technology|CSC343H1,  CSC369H1,  CSC373H1/ CSC375H1||The Physical and Mathematical Universes (5)
CSC446H1|Computational Methods for Partial Differential Equations|CSC351H1/ ( CSC336H1 (75%))/ equivalent mathematical background;  MAT237Y1/  MAT257Y1;  APM346H1/  MAT351Y1/ ( MAT244H1/  MAT267H1 and exposure to PDEs)||The Physical and Mathematical Universes (5)
CSC448H1|Formal Languages and Automata|CSC236H1/ CSC240H1,  CSC263H1/ CSC265H1||The Physical and Mathematical Universes (5)
CSC454H1|The Business of Software|2.5 credits at the 300-level or higher||The Physical and Mathematical Universes (5)
CSC456H1|High-Performance Scientific Computing|CSC436H1/ ( CSC336H1 (75%))/ equivalent mathematical background;  CSC209H1/ proficiency in C, C++, or Fortran||The Physical and Mathematical Universes (5)
CSC457H1|Principles of Computer Networks|CSC373H1/  CSC373H5/  CSCC73H3,  STA247H1/  STA255H1/  STA257H1/  STA237H1||The Physical and Mathematical Universes (5)
CSC458H1|Computer Networking Systems|CSC209H1,  CSC258H1,  CSC263H1/  CSC265H1,  STA247H1/  STA255H1/  STA257H1/  STA237H1/  ECO227Y1||The Physical and Mathematical Universes (5)
CSC463H1|Computational Complexity and Computability|CSC236H1/  CSC240H1/  CSC236H5/  CSCB36H3||The Physical and Mathematical Universes (5)
CSC465H1|Formal Methods in Software Design|CSC236H1/  CSC240H1/  MAT309H1/  CSC236H5/  CSCB36H3||The Physical and Mathematical Universes (5)
CSC466H1|Numerical Methods for Optimization Problems|CSC336H1,  MAT223H1/  MAT240H1,  MAT235Y1/  MAT237Y1/  MAT257Y1||The Physical and Mathematical Universes (5)
CSC469H1|Operating Systems Design and Implementation|CSC369H1||The Physical and Mathematical Universes (5)
CSC473H1|Advanced Algorithm Design|CSC373H1,  MAT223H1/  MAT240H1||The Physical and Mathematical Universes (5)
CSC485H1|Computational Linguistics|CSC209H1/ APS105H1/ APS106H1/ ESC180H1/  CSC180H1;  STA237H1/  STA247H1/​  STA255H1/ ​ STA257H1/ ECE302H1/  STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1||The Physical and Mathematical Universes (5)
CSC486H1|Knowledge Representation and Reasoning|CSC384H1/  CSC384H5/ ROB311H1||The Physical and Mathematical Universes (5)
CSC488H1|Compilers and Interpreters|CSC258H1/  CSC258H5/  CSCB58H3,  CSC324H1/  CSC324H5/  CSCC24H3,  CSC263H1/  CSC265H1/  CSC263H5/  CSCB63H3||The Physical and Mathematical Universes (5)
CSC490H1|Capstone Design Project|1.5 credits of 300+ level CSC courses.||The Physical and Mathematical Universes (5)
CSC491H1|Capstone Design Project||CSC454H1/CSC2527H|The Physical and Mathematical Universes (5)
CSC494H1|Computer Science Project|1.5 credits of 300+ level CSC courses.||The Physical and Mathematical Universes (5)
CSC494Y1|Computer Science Project|1.5 credits of 300+ level CSC courses.||The Physical and Mathematical Universes (5)
CSC495H1|Computer Science Project|CSC494H1. 1.5 credits of 300+ level CSC courses.||The Physical and Mathematical Universes (5)
CSE240H1|Introduction to Critical Equity and Solidarity Studies|||Society and its Institutions (3)
CSE241Y1|Introduction to Critical Disability Studies|||Creative and Cultural Representations (1), Society and its Institutions (3)
CSE270H1|Community Dis/Engagement and Solidarity|||Society and its Institutions (3)
CSE339H1|Special Topics in Equity and Solidarity Studies|CSE240H1/ NEW240H1/ NEW240Y1||
CSE340H1|Abolition in the Global Context: Theorizing Uprisings and Youth Activism against Policing and Prisons|CSE240H1/ NEW240H1/ NEW240Y1||Society and its Institutions (3)
CSE341H1|Theorizing Settler Colonialism, Capitalism and Race|CSE240H1/ NEW240Y1||Society and its Institutions (3)
CSE342H1|Theory and Praxis in Food Security|CSE240H1/ NEW240Y1||Society and its Institutions (3)
CSE344H1|Body Matters: Oppression, Solidarity and Justice|CSE240H1/ NEW240Y1/ CSE241Y1||Creative and Cultural Representations (1)
CSE344Y1|Body Matters: Oppression, Solidarity and Justice|CSE240H1/ NEW240Y1/ CSE241Y1||Creative and Cultural Representations (1), Society and its Institutions (3)
CSE345H1|Equity and Activism in Education|CSE240H1/ NEW240Y1||Society and its Institutions (3)
CSE346H1|Community Organizing and Global Solidarity|CSE240H1/ NEW240Y1||Society and its Institutions (3)
CSE347H1|Critical Race and Anti-Racism Studies|CSE240H1/ NEW240Y1||Society and its Institutions (3)
CSE348H1|Special Topics in Equity Studies|CSE240H1/ NEW240Y1||Society and its Institutions (3)
CSE349H1|Disability Arts and Culture|CSE240H1/ NEW240Y1||Society and its Institutions (3)
CSE439H1|Advanced Topics in Equity and Solidarity Studies|CSE240H1/ NEW240H1/ NEW240Y1 and a 300+ level 0.5 credit from Critical Studies in Equity and Solidarity Core Group||Society and its Institutions (3)
CSE440Y1|Advanced Special Topics in Equity Studies|CSE240H1/ NEW240Y1 and an additional 0.5 credit at the 300+ level from the Critical Studies in Equity and Solidarity Core Group||Society and its Institutions (3), Thought, Belief and Behaviour (2)
CSE441H1|Advanced Topics in Equity Studies|CSE240H1/ NEW240Y1||
CSE442H1|Food Systems and the Politics of Resistance|14.0 credits,  CSE240H1/ NEW240Y1,  CSE342H1, an additional 0.5 credit at the 300+ level from the Critical Studies in Equity and Solidarity Studies Core Group, a GPA of at least 3.5 in CSE courses||Society and its Institutions (3)
CSE443H1|Advanced Special Topics in Equity Studies|CSE240H1/ NEW240Y1 and an additional 0.5 Critical Studies in Equity and Solidarity Core Group 300+ level course.||Society and its Institutions (3)
CSE444H1|Anti-Colonization and the Politics of Violence|CSE240H1/ NEW240Y1 and an additional 0.5 credit at the 300+ level from the Critical Studies in Equity and Solidarity Core Group.||Society and its Institutions (3)
CSE445H1|Rethinking Palestine:  Colonialism, Revolution and Transnational Solidarity|CSE240H1/ NEW240H1/ NEW240Y1,  CSE341H1/ NEW341H1||Society and its Institutions (3)
CSE446H1|Community Development and Social Change|14.0 credits,  CSE240H1/ NEW240Y1,  CSE346H1, and an additional 0.5 credit at the 300+ level from the Critical Studies in Equity and Solidarity Studies Core Group.||Society and its Institutions (3)
CSE447H1|Race, Ethnicity and Educational Praxis|CSE240H1/ NEW240Y1,  CSE347H1 and one additional 0.5 credit at the 300+ level in CSE courses; permission of Program Director||Society and its Institutions (3)
CSE448H1|Disability and the Child|CSE240H1/ NEW240Y1/ CSE241Y1 and an additional 0.5 Critical Studies in Equity and Solidarity Core Group 300+ level course||Society and its Institutions (3)
CSE449H1|Contemporary Theories in Critical Disability Studies|CSE240H1/ NEW240Y1 and 0.5 credit from  CSE241Y1/ CSE344Y1/ CSE349H1/ CSE448H1||Society and its Institutions (3)
CSE469Y1|Decolonizing Research Methodologies for New Researchers|CSE240H1/ NEW240Y1 and 1.0 credit from Critical Studies in Equity and Solidarity Core Group 300+ level courses||Creative and Cultural Representations (1), Society and its Institutions (3)
CSE499H1|Advanced Topics in Critical Studies in Equity and Solidarity|CSE240H1, at least 1.0 credit from the CSES Core Group at the 300+ level. Students who do not meet the prerequisites are encouraged to contact the Program Office.||
CTA200H1|Computational Astrophysics|MAT135Y1/ MAT137Y1/ MAT157Y1; ( PHY131H1,  PHY132H1)/( PHY151H1,  PHY152H1) or their equivalent.||The Physical and Mathematical Universes (5)
CTA299Y1|Research Opportunity Program|MAT135Y1/ MAT137Y1/ MAT157Y1; ( PHY131H1,  PHY132H1)/( PHY151H1,  PHY152H1) or their equivalent||The Physical and Mathematical Universes (5)
